"ligand","receptor","LR pair"
"P3H2","COL9A3","P3H2 - COL9A3"
"P3H2","P4HB","P3H2 - P4HB"
"P4HB","APOA1","P4HB - APOA1"
"P4HB","APOA2","P4HB - APOA2"
"P4HB","APOA4","P4HB - APOA4"
"P4HB","APOB","P4HB - APOB"
"P4HB","DHH","P4HB - DHH"
"P4HB","IHH","P4HB - IHH"
"P4HB","SHH","P4HB - SHH"
"P4HB","TCTN1","P4HB - TCTN1"
"P4HB","TNFRSF14","P4HB - TNFRSF14"
"PAPPA","IGF1","PAPPA - IGF1"
"PAPPA","IGF2","PAPPA - IGF2"
"PAPPA","IGFBP5","PAPPA - IGFBP5"
"PCOLCE","COL11A1","PCOLCE - COL11A1"
"PCOLCE","COL11A2","PCOLCE - COL11A2"
"PCOLCE","COL1A1","PCOLCE - COL1A1"
"PCOLCE","COL1A2","PCOLCE - COL1A2"
"PCOLCE","COL24A1","PCOLCE - COL24A1"
"PCOLCE","COL27A1","PCOLCE - COL27A1"
"PCOLCE","COL5A1","PCOLCE - COL5A1"
"PCOLCE","COL5A2","PCOLCE - COL5A2"
"PCOLCE","COL5A3","PCOLCE - COL5A3"
"PCOLCE","LOXL1","PCOLCE - LOXL1"
"PCOLCE","LOXL2","PCOLCE - LOXL2"
"PCOLCE","LOXL3","PCOLCE - LOXL3"
"PCOLCE","LOXL4","PCOLCE - LOXL4"
"PCOLCE","LOX","PCOLCE - LOX"
"PCOLCE","THBS1","PCOLCE - THBS1"
"PCOLCE","TLL2","PCOLCE - TLL2"
"PCOLCE","TNXB","PCOLCE - TNXB"
"PCOLCE2","COL11A1","PCOLCE2 - COL11A1"
"PCOLCE2","COL11A2","PCOLCE2 - COL11A2"
"PCOLCE2","COL1A1","PCOLCE2 - COL1A1"
"PCOLCE2","COL1A2","PCOLCE2 - COL1A2"
"PCOLCE2","COL24A1","PCOLCE2 - COL24A1"
"PCOLCE2","COL27A1","PCOLCE2 - COL27A1"
"PCOLCE2","COL2A1","PCOLCE2 - COL2A1"
"PCOLCE2","COL3A1","PCOLCE2 - COL3A1"
"PCOLCE2","COL5A1","PCOLCE2 - COL5A1"
"PCOLCE2","COL5A2","PCOLCE2 - COL5A2"
"PCOLCE2","COL5A3","PCOLCE2 - COL5A3"
"PCSK1","GCG","PCSK1 - GCG"
"PCSK1","GHRL","PCSK1 - GHRL"
"PCSK1","GIP","PCSK1 - GIP"
"PCSK1","INS","PCSK1 - INS"
"PCSK1","PCSK1N","PCSK1 - PCSK1N"
"PCSK1","PMCH","PCSK1 - PMCH"
"PCSK1","POMC","PCSK1 - POMC"
"PCSK1","REN","PCSK1 - REN"
"PCSK2","INS","PCSK2 - INS"
"PCSK2","THRA","PCSK2 - THRA"
"PCSK6","NGF","PCSK6 - NGF"
"PCSK6","NODAL","PCSK6 - NODAL"
"PCYOX1","GPX3","PCYOX1 - GPX3"
"PCYOX1","GPX5","PCYOX1 - GPX5"
"PCYOX1","GPX6","PCYOX1 - GPX6"
"PCYOX1","GPX7","PCYOX1 - GPX7"
"PCYOX1","LPO","PCYOX1 - LPO"
"PCYOX1","PLAUR","PCYOX1 - PLAUR"
"PCYOX1","PLTP","PCYOX1 - PLTP"
"PCYOX1","PXDNL","PCYOX1 - PXDNL"
"PCYOX1","PXDN","PCYOX1 - PXDN"
"PCYOX1","SLC9A3R1","PCYOX1 - SLC9A3R1"
"PCYOX1","TIE1","PCYOX1 - TIE1"
"PDCD1LG2","CD247","PDCD1LG2 - CD247"
"PDCD1LG2","CD3D","PDCD1LG2 - CD3D"
"PDCD1LG2","CD3E","PDCD1LG2 - CD3E"
"PDCD1LG2","CD3G","PDCD1LG2 - CD3G"
"PDCD1LG2","CD4","PDCD1LG2 - CD4"
"PDCD1LG2","HLA-DPA1","PDCD1LG2 - HLA-DPA1"
"PDCD1LG2","HLA-DQA1","PDCD1LG2 - HLA-DQA1"
"PDCD1LG2","HLA-DQA2","PDCD1LG2 - HLA-DQA2"
"PDCD1LG2","HLA-DQB1","PDCD1LG2 - HLA-DQB1"
"PDCD1LG2","HLA-DQB2","PDCD1LG2 - HLA-DQB2"
"PDCD1LG2","HLA-DRA","PDCD1LG2 - HLA-DRA"
"PDCD1LG2","HLA-DRB1","PDCD1LG2 - HLA-DRB1"
"PDCD1LG2","HLA-DRB3","PDCD1LG2 - HLA-DRB3"
"PDCD1LG2","TRAC","PDCD1LG2 - TRAC"
"PDCD1LG2","TRBC1","PDCD1LG2 - TRBC1"
"PDCD1LG2","TRBV12-3","PDCD1LG2 - TRBV12-3"
"PDGFA","CD247","PDGFA - CD247"
"PDGFA","CD28","PDGFA - CD28"
"PDGFA","CD3G","PDGFA - CD3G"
"PDGFA","CD80","PDGFA - CD80"
"PDGFA","CD86","PDGFA - CD86"
"PDGFA","FCGR1A","PDGFA - FCGR1A"
"PDGFA","FCGR2A","PDGFA - FCGR2A"
"PDGFA","FCGR3A","PDGFA - FCGR3A"
"PDGFA","FGF10","PDGFA - FGF10"
"PDGFA","FGF16","PDGFA - FGF16"
"PDGFA","FGF17","PDGFA - FGF17"
"PDGFA","FGF18","PDGFA - FGF18"
"PDGFA","FGF19","PDGFA - FGF19"
"PDGFA","FGF1","PDGFA - FGF1"
"PDGFA","FGF20","PDGFA - FGF20"
"PDGFA","FGF22","PDGFA - FGF22"
"PDGFA","FGF23","PDGFA - FGF23"
"PDGFA","FGF2","PDGFA - FGF2"
"PDGFA","FGF3","PDGFA - FGF3"
"PDGFA","FGF4","PDGFA - FGF4"
"PDGFA","FGF5","PDGFA - FGF5"
"PDGFA","FGF6","PDGFA - FGF6"
"PDGFA","FGF7","PDGFA - FGF7"
"PDGFA","FGF8","PDGFA - FGF8"
"PDGFA","FGF9","PDGFA - FGF9"
"PDGFA","FGFR1","PDGFA - FGFR1"
"PDGFA","FGFR2","PDGFA - FGFR2"
"PDGFA","FGFR3","PDGFA - FGFR3"
"PDGFA","FGFR4","PDGFA - FGFR4"
"PDGFA","KLB","PDGFA - KLB"
"PDGFA","KL","PDGFA - KL"
"PDGFA","LAT2","PDGFA - LAT2"
"PDGFA","NCKAP1L","PDGFA - NCKAP1L"
"PDGFA","PDGFB","PDGFA - PDGFB"
"PDGFA","PDGFRB","PDGFA - PDGFRB"
"PDGFA","SMO","PDGFA - SMO"
"PDGFA","SPARC","PDGFA - SPARC"
"PDGFA","SPP1","PDGFA - SPP1"
"PDGFA","THBS1","PDGFA - THBS1"
"PDGFA","THBS2","PDGFA - THBS2"
"PDGFA","THBS3","PDGFA - THBS3"
"PDGFA","THBS4","PDGFA - THBS4"
"PDGFA","VEGFA","PDGFA - VEGFA"
"PDGFB","CD247","PDGFB - CD247"
"PDGFB","CD28","PDGFB - CD28"
"PDGFB","CD3G","PDGFB - CD3G"
"PDGFB","CD80","PDGFB - CD80"
"PDGFB","CD86","PDGFB - CD86"
"PDGFB","CSF2RA","PDGFB - CSF2RA"
"PDGFB","CSF2RB","PDGFB - CSF2RB"
"PDGFB","CSF2","PDGFB - CSF2"
"PDGFB","FCGR1A","PDGFB - FCGR1A"
"PDGFB","FCGR2A","PDGFB - FCGR2A"
"PDGFB","FCGR3A","PDGFB - FCGR3A"
"PDGFB","FGF10","PDGFB - FGF10"
"PDGFB","FGF16","PDGFB - FGF16"
"PDGFB","FGF17","PDGFB - FGF17"
"PDGFB","FGF18","PDGFB - FGF18"
"PDGFB","FGF19","PDGFB - FGF19"
"PDGFB","FGF1","PDGFB - FGF1"
"PDGFB","FGF20","PDGFB - FGF20"
"PDGFB","FGF22","PDGFB - FGF22"
"PDGFB","FGF23","PDGFB - FGF23"
"PDGFB","FGF2","PDGFB - FGF2"
"PDGFB","FGF3","PDGFB - FGF3"
"PDGFB","FGF4","PDGFB - FGF4"
"PDGFB","FGF5","PDGFB - FGF5"
"PDGFB","FGF6","PDGFB - FGF6"
"PDGFB","FGF7","PDGFB - FGF7"
"PDGFB","FGF8","PDGFB - FGF8"
"PDGFB","FGF9","PDGFB - FGF9"
"PDGFB","FGFR1","PDGFB - FGFR1"
"PDGFB","FGFR2","PDGFB - FGFR2"
"PDGFB","FGFR3","PDGFB - FGFR3"
"PDGFB","FGFR4","PDGFB - FGFR4"
"PDGFB","GSN","PDGFB - GSN"
"PDGFB","KLB","PDGFB - KLB"
"PDGFB","KL","PDGFB - KL"
"PDGFB","LAT2","PDGFB - LAT2"
"PDGFB","MMP9","PDGFB - MMP9"
"PDGFB","NCKAP1L","PDGFB - NCKAP1L"
"PDGFB","S1PR1","PDGFB - S1PR1"
"PDGFB","SLC9A3R1","PDGFB - SLC9A3R1"
"PDGFB","SMO","PDGFB - SMO"
"PDGFB","SPARC","PDGFB - SPARC"
"PDGFB","SPP1","PDGFB - SPP1"
"PDGFB","THBS2","PDGFB - THBS2"
"PDGFB","THBS3","PDGFB - THBS3"
"PDGFB","THBS4","PDGFB - THBS4"
"PDGFB","VEGFA","PDGFB - VEGFA"
"PDGFC","PDGFRA","PDGFC - PDGFRA"
"PDGFC","PDGFRB","PDGFC - PDGFRB"
"PDGFC","PLAT","PDGFC - PLAT"
"PDGFC","PLAU","PDGFC - PLAU"
"PDGFD","PDGFRA","PDGFD - PDGFRA"
"PDGFD","PDGFRB","PDGFD - PDGFRB"
"PDGFRA","CD247","PDGFRA - CD247"
"PDGFRA","CD28","PDGFRA - CD28"
"PDGFRA","CD3G","PDGFRA - CD3G"
"PDGFRA","CD80","PDGFRA - CD80"
"PDGFRA","CD86","PDGFRA - CD86"
"PDGFRA","FCGR1A","PDGFRA - FCGR1A"
"PDGFRA","FCGR2A","PDGFRA - FCGR2A"
"PDGFRA","FCGR3A","PDGFRA - FCGR3A"
"PDGFRA","FGF10","PDGFRA - FGF10"
"PDGFRA","FGF16","PDGFRA - FGF16"
"PDGFRA","FGF17","PDGFRA - FGF17"
"PDGFRA","FGF18","PDGFRA - FGF18"
"PDGFRA","FGF19","PDGFRA - FGF19"
"PDGFRA","FGF1","PDGFRA - FGF1"
"PDGFRA","FGF20","PDGFRA - FGF20"
"PDGFRA","FGF22","PDGFRA - FGF22"
"PDGFRA","FGF23","PDGFRA - FGF23"
"PDGFRA","FGF2","PDGFRA - FGF2"
"PDGFRA","FGF3","PDGFRA - FGF3"
"PDGFRA","FGF4","PDGFRA - FGF4"
"PDGFRA","FGF5","PDGFRA - FGF5"
"PDGFRA","FGF6","PDGFRA - FGF6"
"PDGFRA","FGF7","PDGFRA - FGF7"
"PDGFRA","FGF8","PDGFRA - FGF8"
"PDGFRA","FGF9","PDGFRA - FGF9"
"PDGFRA","FGFR1","PDGFRA - FGFR1"
"PDGFRA","FGFR2","PDGFRA - FGFR2"
"PDGFRA","FGFR3","PDGFRA - FGFR3"
"PDGFRA","FGFR4","PDGFRA - FGFR4"
"PDGFRA","KLB","PDGFRA - KLB"
"PDGFRA","KL","PDGFRA - KL"
"PDGFRA","LAT2","PDGFRA - LAT2"
"PDGFRA","NCKAP1L","PDGFRA - NCKAP1L"
"PDGFRA","PKM","PDGFRA - PKM"
"PDGFRA","VEGFA","PDGFRA - VEGFA"
"PDGFRB","CD247","PDGFRB - CD247"
"PDGFRB","CD28","PDGFRB - CD28"
"PDGFRB","CD3G","PDGFRB - CD3G"
"PDGFRB","CD80","PDGFRB - CD80"
"PDGFRB","CD86","PDGFRB - CD86"
"PDGFRB","CSF2RA","PDGFRB - CSF2RA"
"PDGFRB","CSF2RB","PDGFRB - CSF2RB"
"PDGFRB","CSF2","PDGFRB - CSF2"
"PDGFRB","FCGR1A","PDGFRB - FCGR1A"
"PDGFRB","FCGR2A","PDGFRB - FCGR2A"
"PDGFRB","FCGR3A","PDGFRB - FCGR3A"
"PDGFRB","FGF10","PDGFRB - FGF10"
"PDGFRB","FGF16","PDGFRB - FGF16"
"PDGFRB","FGF17","PDGFRB - FGF17"
"PDGFRB","FGF18","PDGFRB - FGF18"
"PDGFRB","FGF19","PDGFRB - FGF19"
"PDGFRB","FGF1","PDGFRB - FGF1"
"PDGFRB","FGF20","PDGFRB - FGF20"
"PDGFRB","FGF22","PDGFRB - FGF22"
"PDGFRB","FGF23","PDGFRB - FGF23"
"PDGFRB","FGF2","PDGFRB - FGF2"
"PDGFRB","FGF3","PDGFRB - FGF3"
"PDGFRB","FGF4","PDGFRB - FGF4"
"PDGFRB","FGF5","PDGFRB - FGF5"
"PDGFRB","FGF6","PDGFRB - FGF6"
"PDGFRB","FGF7","PDGFRB - FGF7"
"PDGFRB","FGF8","PDGFRB - FGF8"
"PDGFRB","FGF9","PDGFRB - FGF9"
"PDGFRB","FGFR1","PDGFRB - FGFR1"
"PDGFRB","FGFR2","PDGFRB - FGFR2"
"PDGFRB","FGFR3","PDGFRB - FGFR3"
"PDGFRB","FGFR4","PDGFRB - FGFR4"
"PDGFRB","GSN","PDGFRB - GSN"
"PDGFRB","KLB","PDGFRB - KLB"
"PDGFRB","KL","PDGFRB - KL"
"PDGFRB","LAT2","PDGFRB - LAT2"
"PDGFRB","NCKAP1L","PDGFRB - NCKAP1L"
"PDGFRB","PTPRG","PDGFRB - PTPRG"
"PDGFRB","PTPRK","PDGFRB - PTPRK"
"PDGFRB","PTPRR","PDGFRB - PTPRR"
"PDGFRB","VEGFA","PDGFRB - VEGFA"
"PDGFRL","SFRP4","PDGFRL - SFRP4"
"PDGFRL","TGFB1","PDGFRL - TGFB1"
"PDYN","PENK","PDYN - PENK"
"PEBP4","VPS37B","PEBP4 - VPS37B"
"PENK","RARA","PENK - RARA"
"PF4","EGFR","PF4 - EGFR"
"PF4","EGF","PF4 - EGF"
"PF4","PROCR","PF4 - PROCR"
"PF4","VCAN","PF4 - VCAN"
"PF4","XCR1","PF4 - XCR1"
"PF4V1","PROCR","PF4V1 - PROCR"
"PF4V1","PROC","PF4V1 - PROC"
"PF4V1","XCR1","PF4V1 - XCR1"
"PGA3","SFTPB","PGA3 - SFTPB"
"PGA4","SFTPB","PGA4 - SFTPB"
"PGA5","SFTPB","PGA5 - SFTPB"
"PGR","ADAMTSL1","PGR - ADAMTSL1"
"PGR","ADGRB3","PGR - ADGRB3"
"PGR","AMOT","PGR - AMOT"
"PGR","AMY2A","PGR - AMY2A"
"PGR","ARSG","PGR - ARSG"
"PGR","BDNF","PGR - BDNF"
"PGR","BRINP3","PGR - BRINP3"
"PGR","CALCRL","PGR - CALCRL"
"PGR","CD36","PGR - CD36"
"PGR","CPB1","PGR - CPB1"
"PGR","CXCL14","PGR - CXCL14"
"PGR","DST","PGR - DST"
"PGR","EMILIN1","PGR - EMILIN1"
"PGR","EPHA7","PGR - EPHA7"
"PGR","FGF17","PGR - FGF17"
"PGR","FSTL5","PGR - FSTL5"
"PGR","GABRA6","PGR - GABRA6"
"PGR","GDNF","PGR - GDNF"
"PGR","IL27","PGR - IL27"
"PGR","KCNH5","PGR - KCNH5"
"PGR","LAMA4","PGR - LAMA4"
"PGR","LGI1","PGR - LGI1"
"PGR","LOX","PGR - LOX"
"PGR","MIA","PGR - MIA"
"PGR","MSTN","PGR - MSTN"
"PGR","OPN3","PGR - OPN3"
"PGR","PDGFB","PGR - PDGFB"
"PGR","S100P","PGR - S100P"
"PGR","SEMA3A","PGR - SEMA3A"
"PGR","SEMA4C","PGR - SEMA4C"
"PGR","SRGN","PGR - SRGN"
"PGR","TECTA","PGR - TECTA"
"PGR","TIE1","PGR - TIE1"
"PGR","TSPAN33","PGR - TSPAN33"
"PGR","TYRO3","PGR - TYRO3"
"PGR","WFIKKN2","PGR - WFIKKN2"
"PGR","WNT4","PGR - WNT4"
"PGR","WNT8B","PGR - WNT8B"
"PGR","ZP3","PGR - ZP3"
"PKM","ANPEP","PKM - ANPEP"
"PKM","CNDP1","PKM - CNDP1"
"PKM","ENTPD1","PKM - ENTPD1"
"PKM","ENTPD2","PKM - ENTPD2"
"PKM","GPR161","PKM - GPR161"
"PKM","NME2","PKM - NME2"
"PKM","NME3","PKM - NME3"
"PKM","RET","PKM - RET"
"PKM","ROS1","PKM - ROS1"
"PKM","RXRA","PKM - RXRA"
"PKM","TEK","PKM - TEK"
"PKM","TFF2","PKM - TFF2"
"PKM","THRA","PKM - THRA"
"PKM","TYRO3","PKM - TYRO3"
"PKM","VCP","PKM - VCP"
"PLA2G10","CES5A","PLA2G10 - CES5A"
"PLA2G10","CYP2J2","PLA2G10 - CYP2J2"
"PLA2G10","ENPP2","PLA2G10 - ENPP2"
"PLA2G10","ENPP6","PLA2G10 - ENPP6"
"PLA2G10","LCAT","PLA2G10 - LCAT"
"PLA2G10","PLA2G2A","PLA2G10 - PLA2G2A"
"PLA2G12A","CES5A","PLA2G12A - CES5A"
"PLA2G12A","CYP2J2","PLA2G12A - CYP2J2"
"PLA2G12A","ENPP2","PLA2G12A - ENPP2"
"PLA2G12A","ENPP6","PLA2G12A - ENPP6"
"PLA2G12A","LCAT","PLA2G12A - LCAT"
"PLA2G12A","PLA2G2A","PLA2G12A - PLA2G2A"
"PLA2G12B","CES5A","PLA2G12B - CES5A"
"PLA2G12B","CYP2J2","PLA2G12B - CYP2J2"
"PLA2G12B","ENPP2","PLA2G12B - ENPP2"
"PLA2G12B","ENPP6","PLA2G12B - ENPP6"
"PLA2G12B","LCAT","PLA2G12B - LCAT"
"PLA2G12B","PLA2G2A","PLA2G12B - PLA2G2A"
"PLA2G1B","CES1","PLA2G1B - CES1"
"PLA2G1B","CES3","PLA2G1B - CES3"
"PLA2G1B","CES4A","PLA2G1B - CES4A"
"PLA2G1B","CES5A","PLA2G1B - CES5A"
"PLA2G1B","CXCL8","PLA2G1B - CXCL8"
"PLA2G1B","CYP2J2","PLA2G1B - CYP2J2"
"PLA2G1B","ENPP2","PLA2G1B - ENPP2"
"PLA2G1B","ENPP6","PLA2G1B - ENPP6"
"PLA2G1B","LCAT","PLA2G1B - LCAT"
"PLA2G2A","CES5A","PLA2G2A - CES5A"
"PLA2G2A","CYP2J2","PLA2G2A - CYP2J2"
"PLA2G2A","ENPP2","PLA2G2A - ENPP2"
"PLA2G2A","ENPP6","PLA2G2A - ENPP6"
"PLA2G2A","LCAT","PLA2G2A - LCAT"
"PLA2G2A","PLA2G10","PLA2G2A - PLA2G10"
"PLA2G2A","PLA2G12A","PLA2G2A - PLA2G12A"
"PLA2G2A","PLA2G12B","PLA2G2A - PLA2G12B"
"PLA2G2A","PLA2G2C","PLA2G2A - PLA2G2C"
"PLA2G2A","PLA2G2D","PLA2G2A - PLA2G2D"
"PLA2G2A","PLA2G2E","PLA2G2A - PLA2G2E"
"PLA2G2A","PLA2G3","PLA2G2A - PLA2G3"
"PLA2G2A","PLA2G5","PLA2G2A - PLA2G5"
"PLA2G2C","CES5A","PLA2G2C - CES5A"
"PLA2G2C","CYP2J2","PLA2G2C - CYP2J2"
"PLA2G2C","ENPP2","PLA2G2C - ENPP2"
"PLA2G2C","ENPP6","PLA2G2C - ENPP6"
"PLA2G2C","LCAT","PLA2G2C - LCAT"
"PLA2G2C","PLA2G2A","PLA2G2C - PLA2G2A"
"PLA2G2D","CES5A","PLA2G2D - CES5A"
"PLA2G2D","CYP2J2","PLA2G2D - CYP2J2"
"PLA2G2D","ENPP2","PLA2G2D - ENPP2"
"PLA2G2D","ENPP6","PLA2G2D - ENPP6"
"PLA2G2D","LCAT","PLA2G2D - LCAT"
"PLA2G2D","PLA2G2A","PLA2G2D - PLA2G2A"
"PLA2G2E","CES5A","PLA2G2E - CES5A"
"PLA2G2E","CYP2J2","PLA2G2E - CYP2J2"
"PLA2G2E","ENPP2","PLA2G2E - ENPP2"
"PLA2G2E","ENPP6","PLA2G2E - ENPP6"
"PLA2G2E","LCAT","PLA2G2E - LCAT"
"PLA2G2E","PLA2G2A","PLA2G2E - PLA2G2A"
"PLA2G3","CES5A","PLA2G3 - CES5A"
"PLA2G3","CYP2J2","PLA2G3 - CYP2J2"
"PLA2G3","ENPP2","PLA2G3 - ENPP2"
"PLA2G3","ENPP6","PLA2G3 - ENPP6"
"PLA2G3","LCAT","PLA2G3 - LCAT"
"PLA2G3","PLA2G2A","PLA2G3 - PLA2G2A"
"PLA2G5","CES5A","PLA2G5 - CES5A"
"PLA2G5","CYP2J2","PLA2G5 - CYP2J2"
"PLA2G5","ENPP2","PLA2G5 - ENPP2"
"PLA2G5","ENPP6","PLA2G5 - ENPP6"
"PLA2G5","LCAT","PLA2G5 - LCAT"
"PLA2G5","PLA2G2A","PLA2G5 - PLA2G2A"
"PLA2G7","GHRL","PLA2G7 - GHRL"
"PLAT","PDGFD","PLAT - PDGFD"
"PLAT","PLG","PLAT - PLG"
"PLAT","PTPRK","PLAT - PTPRK"
"PLAT","SERPINA5","PLAT - SERPINA5"
"PLAT","SERPING1","PLAT - SERPING1"
"PLAT","SPARC","PLAT - SPARC"
"PLAU","EGFR","PLAU - EGFR"
"PLAU","HRG","PLAU - HRG"
"PLAUR","EGFR","PLAUR - EGFR"
"PLAUR","SRPX2","PLAUR - SRPX2"
"PLAUR","HGF","PLAUR - HGF"
"PLAUR","HRG","PLAUR - HRG"
"PLAUR","PLG","PLAUR - PLG"
"PLAUR","PSAP","PLAUR - PSAP"
"PLAUR","RORA","PLAUR - RORA"
"PLAUR","SERPINB2","PLAUR - SERPINB2"
"PLG","BDNF","PLG - BDNF"
"PLG","CDH1","PLG - CDH1"
"PLG","FGB","PLG - FGB"
"PLG","FGG","PLG - FGG"
"PLG","HSPG2","PLG - HSPG2"
"PLG","IGF1","PLG - IGF1"
"PLG","IGF2","PLG - IGF2"
"PLG","LAMB3","PLG - LAMB3"
"PLG","LAMC2","PLG - LAMC2"
"PLG","MMP10","PLG - MMP10"
"PLG","MMP12","PLG - MMP12"
"PLG","MMP13","PLG - MMP13"
"PLG","MMP1","PLG - MMP1"
"PLG","MMP3","PLG - MMP3"
"PLG","MMP7","PLG - MMP7"
"PLG","MMP8","PLG - MMP8"
"PLG","MMP9","PLG - MMP9"
"PLG","PDGFC","PLG - PDGFC"
"PLG","PDGFD","PLG - PDGFD"
"PLG","PLAUR","PLG - PLAUR"
"PLG","PLAU","PLG - PLAU"
"PLG","SDC4","PLG - SDC4"
"PLG","SERPINC1","PLG - SERPINC1"
"PLG","SERPING1","PLG - SERPING1"
"PLG","TFPI2","PLG - TFPI2"
"PLG","TGFB1","PLG - TGFB1"
"PLSCR1","SLPI","PLSCR1 - SLPI"
"PLSCR1","SNCA","PLSCR1 - SNCA"
"PLTP","SIAE","PLTP - SIAE"
"PLXNA1","PTCH1","PLXNA1 - PTCH1"
"PLXNA1","PTPRK","PLXNA1 - PTPRK"
"PLXNA1","TREM2","PLXNA1 - TREM2"
"PLXNA1","TYROBP","PLXNA1 - TYROBP"
"PLXNA2","SEMA3A","PLXNA2 - SEMA3A"
"PLXNA2","SEMA6A","PLXNA2 - SEMA6A"
"PLXNA2","TNF","PLXNA2 - TNF"
"PLXNA3","PTPRK","PLXNA3 - PTPRK"
"PLXNA3","SEMA3A","PLXNA3 - SEMA3A"
"PLXNA4","SEMA3A","PLXNA4 - SEMA3A"
"PLXNA4","SEMA6A","PLXNA4 - SEMA6A"
"PLXNB1","SEMA4A","PLXNB1 - SEMA4A"
"PLXNB1","SEMA4B","PLXNB1 - SEMA4B"
"PLXNB1","SEMA4D","PLXNB1 - SEMA4D"
"PLXNB2","PTCH1","PLXNB2 - PTCH1"
"PLXNB2","PTPRK","PLXNB2 - PTPRK"
"PLXNB2","SEMA4A","PLXNB2 - SEMA4A"
"PLXNB3","SEMA5A","PLXNB3 - SEMA5A"
"PLXND1","VEGFA","PLXND1 - VEGFA"
"PNLIP","CEL","PNLIP - CEL"
"PNLIP","RBP4","PNLIP - RBP4"
"PNLIPRP1","CLPS","PNLIPRP1 - CLPS"
"PNLIPRP1","PNLIP","PNLIPRP1 - PNLIP"
"PNLIPRP3","CLPS","PNLIPRP3 - CLPS"
"PNLIPRP3","PNLIP","PNLIPRP3 - PNLIP"
"PNP","ABHD15","PNP - ABHD15"
"PNP","ACVR1B","PNP - ACVR1B"
"PNP","ADAMTS20","PNP - ADAMTS20"
"PNP","ADAMTSL1","PNP - ADAMTSL1"
"PNP","ADCYAP1","PNP - ADCYAP1"
"PNP","ADRA1A","PNP - ADRA1A"
"PNP","ADRB2","PNP - ADRB2"
"PNP","ADRB3","PNP - ADRB3"
"PNP","AGTR1","PNP - AGTR1"
"PNP","AMELY","PNP - AMELY"
"PNP","ANXA5","PNP - ANXA5"
"PNP","ATP6AP2","PNP - ATP6AP2"
"PNP","AVPR1A","PNP - AVPR1A"
"PNP","BAMBI","PNP - BAMBI"
"PNP","BCAN","PNP - BCAN"
"PNP","BDNF","PNP - BDNF"
"PNP","BMP6","PNP - BMP6"
"PNP","BTN1A1","PNP - BTN1A1"
"PNP","C1QL1","PNP - C1QL1"
"PNP","CA10","PNP - CA10"
"PNP","CACNG4","PNP - CACNG4"
"PNP","CACNG8","PNP - CACNG8"
"PNP","CALCA","PNP - CALCA"
"PNP","CALCB","PNP - CALCB"
"PNP","CARTPT","PNP - CARTPT"
"PNP","CBLN1","PNP - CBLN1"
"PNP","CBLN4","PNP - CBLN4"
"PNP","CCK","PNP - CCK"
"PNP","CCL16","PNP - CCL16"
"PNP","CCL27","PNP - CCL27"
"PNP","CD14","PNP - CD14"
"PNP","CD163","PNP - CD163"
"PNP","CD320","PNP - CD320"
"PNP","CD69","PNP - CD69"
"PNP","CD74","PNP - CD74"
"PNP","CDH2","PNP - CDH2"
"PNP","CDH8","PNP - CDH8"
"PNP","CHRM1","PNP - CHRM1"
"PNP","CLEC5A","PNP - CLEC5A"
"PNP","CNTNAP1","PNP - CNTNAP1"
"PNP","COL11A1","PNP - COL11A1"
"PNP","COL2A1","PNP - COL2A1"
"PNP","COL5A1","PNP - COL5A1"
"PNP","COL9A2","PNP - COL9A2"
"PNP","CPAMD8","PNP - CPAMD8"
"PNP","CRHBP","PNP - CRHBP"
"PNP","CRISP2","PNP - CRISP2"
"PNP","CXCL14","PNP - CXCL14"
"PNP","DLL4","PNP - DLL4"
"PNP","DNASE1L2","PNP - DNASE1L2"
"PNP","EDAR","PNP - EDAR"
"PNP","EGFLAM","PNP - EGFLAM"
"PNP","EGFR","PNP - EGFR"
"PNP","EMILIN2","PNP - EMILIN2"
"PNP","EPHA10","PNP - EPHA10"
"PNP","EPHA5","PNP - EPHA5"
"PNP","EPHB1","PNP - EPHB1"
"PNP","EPHB2","PNP - EPHB2"
"PNP","EREG","PNP - EREG"
"PNP","ESR1","PNP - ESR1"
"PNP","ESR2","PNP - ESR2"
"PNP","FAM180A","PNP - FAM180A"
"PNP","FGF12","PNP - FGF12"
"PNP","FGF4","PNP - FGF4"
"PNP","FGF5","PNP - FGF5"
"PNP","FGFR2","PNP - FGFR2"
"PNP","FNDC1","PNP - FNDC1"
"PNP","FST","PNP - FST"
"PNP","FZD10","PNP - FZD10"
"PNP","FZD1","PNP - FZD1"
"PNP","GABRA4","PNP - GABRA4"
"PNP","GABRD","PNP - GABRD"
"PNP","GABRG2","PNP - GABRG2"
"PNP","GDF5","PNP - GDF5"
"PNP","GDF6","PNP - GDF6"
"PNP","GDNF","PNP - GDNF"
"PNP","GHSR","PNP - GHSR"
"PNP","GLIPR1L1","PNP - GLIPR1L1"
"PNP","GLRA1","PNP - GLRA1"
"PNP","GNRH2","PNP - GNRH2"
"PNP","GPC4","PNP - GPC4"
"PNP","GPR143","PNP - GPR143"
"PNP","GPR150","PNP - GPR150"
"PNP","GPR158","PNP - GPR158"
"PNP","GPR37","PNP - GPR37"
"PNP","GPR63","PNP - GPR63"
"PNP","GPRC5C","PNP - GPRC5C"
"PNP","GREM1","PNP - GREM1"
"PNP","GRIA2","PNP - GRIA2"
"PNP","GRIA4","PNP - GRIA4"
"PNP","GRIK3","PNP - GRIK3"
